2018	11	03	00	10	16	30.3
2018	11	03	01	25	16	25.0
2018	11	03	02	65	16	20.0
2018	11	03	03	31	16	21.6
2018	11	03	04	11	16	29.4
2018	11	03	05	24	16	29.1
2018	11	03	07	32	16	19.1
2018	11	03	07	16	16	18.8
2018	11	03	08	06	16	05.2
2018	11	03	08	11	16	01.1
2018	11	03	08	12	16	23.1
2018	11	03	08	45	16	45.3
2018	11	03	09	00	16	40.2
2018	11	03	09	12	16	45.8
2018	11	03	09	45	16	12.1
2018	11	03	10	22	16	30.8
2018	11	03	10	23	00	34.2
2018	11	03	10	24	00	31.1
2018	11	03	10	30	02	27.5
2018	11	03	10	31	00	15.0
2018	11	03	11	10	16	23.2
2018	11	03	11	10	16	27.6
2018	11	03	12	10	16	28.2
2018	11	03	15	10	16	20.2
2018	11	03	16	10	16	30.0
2018	11	03	17	10	16	27.2
2018	11	03	19	10	16	38.2
2018	11	03	20	10	16	40.5
2018	11	03	21	10	16	14.6
2018	11	03	22	10	16	45.1
2018	11	03	22	10	16	50.3
2018	11	03	23	10	16	21.3
2018	11	03	23	10	16	20.3
2018	11	03	23	10	16	22.0
