2018	11	03	00	10	16	15.3
2018	11	03	01	25	16	25.0
2018	11	03	02	65	16	20.0
2018	11	03	03	31	16	21.6
2018	11	03	04	11	16	26.4
2018	11	03	05	24	16	29.1
2018	11	03	07	32	16	11.1
2018	11	03	07	16	16	17.8
2018	11	03	08	06	16	12.2
2018	11	03	08	11	16	30.1
2018	11	03	08	12	16	29.1
2018	11	03	08	45	16	15.3
2018	11	03	09	00	16	16.2
2018	11	03	09	12	16	11.8
2018	11	03	09	45	16	10.1
2018	11	03	10	22	16	25.8
2018	11	03	10	23	00	36.2
2018	11	03	10	24	00	30.1
2018	11	03	10	30	02	25.5
2018	11	03	10	31	00	36.0
2018	11	03	11	10	16	21.2
2018	11	03	11	10	16	22.6
2018	11	03	12	10	16	27.2
2018	11	03	15	10	16	28.2
2018	11	03	16	10	16	20.0
2018	11	03	17	10	16	34.2
2018	11	03	19	10	16	31.2
2018	11	03	20	10	16	33.5
2018	11	03	21	10	16	29.6
2018	11	03	22	10	16	24.1
2018	11	03	22	10	16	29.3
2018	11	03	23	10	16	24.3
2018	11	03	23	10	16	21.3
2018	11	03	23	10	16	20.0
